Uni_ID	Other_Uni_ID	Name	Topology	TM_domain	Subcellular_location	Subcellular_topology	Tag
Q96H96	O95331;Q1JQ78;Q684R2	COQ2_HUMAN	Mitochondrial matrix:35-83;Mitochondrial intermembrane:105-108;Mitochondrial matrix:130-148;Mitochondrial intermembrane:170-172;Mitochondrial matrix:194-203;Mitochondrial intermembrane:225-231;Mitochondrial matrix:253-277;Mitochondrial intermembrane:299-300;Mitochondrial matrix:322-332;Mitochondrial intermembrane:354-371	84-104;109-129;149-169;173-193;204-224;232-252;278-298;301-321;333-353	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q99807	B2RDA9;Q9BTT7;Q9H0T5;Q9UEW5;Q9UNR5	COQ7_HUMAN			Mitochondrion inner membrane;Mitochondrion;Nucleus;Chromosome	Peripheral membrane protein	Membrane_protein
Q9Y2Z9	B7Z3K8;Q53GG6;Q86U30;Q96CA1;Q96CK2	COQ6_HUMAN			Mitochondrion inner membrane;Golgi apparatus;Cell projection	Peripheral membrane protein	Membrane_protein
Q8NI60	Q5T7A5;Q63HK0;Q8NCJ6;Q9HBQ1;Q9NQ67	COQ8A_HUMAN		214-230	Mitochondrion;Membrane	Single-pass membrane protein	Membrane_protein
Q9Y5Q5	B0ZBE3;Q2TBD2;Q4W5E5;Q4W5G6;Q9UHY2	CORIN_HUMAN	Cytoplasmic:1-45;Extracellular:67-1042	46-66	Cell membrane;Secreted	Single-pass type II membrane protein	Cell_surface:TM
Q9ULV4	A7MAP0;A7MAP1;B3KU12;Q9NSK5	COR1C_HUMAN			Cell membrane;Cell projection;Lamellipodium;Ruffle membrane;Cytoplasm;Cytoskeleton;Cell cortex;Endosome membrane;Sarcolemma;Myofibril;Sarcomere;Cell junction;Synapse	Peripheral membrane protein	Cell_surface:Other
Q2UY09	A4D101;A4D106;A4D107;A8MVR2;B9EGX9;Q2UY07;Q2UY08	COSA1_HUMAN			Secreted;Extracellular space;Extracellular matrix;Basement membrane		Membrane_protein
Q96D53	Q8TAJ1;Q9HA52	COQ8B_HUMAN		92-108	Mitochondrion membrane;Cytoplasm;Cytosol;Cell membrane	Single-pass membrane protein	Cell_surface:Other
P31146	B2RBL1;Q2YD73	COR1A_HUMAN			Cytoplasm;Cytoskeleton;Cell cortex;Cytoplasmic vesicle;Phagosome membrane		Cell_surface:Other
P57737	B4DFD6;B4DL18;I3L416;Q17RK4	CORO7_HUMAN			Golgi apparatus membrane;Golgi apparatus;Trans-Golgi network;Cytoplasmic vesicle;Cytoplasm;Cytosol		Membrane_protein
Q96I36	B2R5G6	COX14_HUMAN		15-37	Mitochondrion membrane	Single-pass membrane protein	Membrane_protein
Q9Y6N1	D3DTY5;I3L220;Q6FHB7;Q9BRX0;Q9UME8	COX11_HUMAN	Mitochondrial matrix:15-95;Mitochondrial intermembrane:115-276	96-114	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
Q8N8Q8	Q2PB66;Q2PB67;Q2PB68;Q49B97;Q6IPP9	COX18_HUMAN	Mitochondrial intermembrane:115-167;Mitochondrial matrix:189-223;Mitochondrial intermembrane:245-262;Mitochondrial matrix:284-333	168-188;224-244;263-283	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q9P0S2	A6NDT5;A8K3X8;B8XYC5	COX16_HUMAN	Mitochondrial matrix:1-14;Mitochondrial intermembrane:38-106	15-37	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
Q7KZN9	A8K6I9;O60556;O75878;Q5TD00;Q5TD01;Q7Z3Q3;Q9NTN0	COX15_HUMAN		68-88;154-171;184-204;227-247;269-289;324-344;357-377;382-402	Mitochondrion membrane	Multi-pass membrane protein	Membrane_protein
Q12887	B2R6U5;B4DJ50;O15334;Q969F7	COX10_HUMAN		174-194;235-255;257-277;280-300;309-329;364-384;411-431	Mitochondrion membrane	Multi-pass membrane protein	Membrane_protein
Q14061	B2R5D2;D3DN84;Q3MHD6	COX17_HUMAN			Mitochondrion intermembrane space;Cytoplasm		Membrane_protein
Q49B96	A4FTX0	COX19_HUMAN			Cytoplasm;Cytosol;Mitochondrion intermembrane space;Mitochondrion		Membrane_protein
P00395	Q34770	COX1_HUMAN	Mitochondrial matrix:1-11;Mitochondrial intermembrane:41-50;Mitochondrial matrix:87-94;Mitochondrial intermembrane:118-140;Mitochondrial matrix:171-182;Mitochondrial intermembrane:213-227;Mitochondrial matrix:262-269;Mitochondrial intermembrane:287-298;Mitochondrial matrix:328-335;Mitochondrial intermembrane:358-370;Mitochondrial matrix:401-406;Mitochondrial intermembrane:434-446;Mitochondrial matrix:479-513	12-40;51-86;95-117;141-170;183-212;228-261;270-286;299-327;336-357;371-400;407-433;447-478	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q5RI15	Q8WV86	COX20_HUMAN	Mitochondrial intermembrane:2-33;Mitochondrial matrix:52-60;Mitochondrial intermembrane:78-118	34-51;61-77	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
P00403	Q37526	COX2_HUMAN	Mitochondrial intermembrane:1-14;Mitochondrial matrix:46-59;Mitochondrial intermembrane:88-227	15-45;60-87	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
P00414	Q14Y83	COX3_HUMAN	Mitochondrial matrix:1-15;Mitochondrial intermembrane:35-40;Mitochondrial matrix:67-72;Mitochondrial intermembrane:106-128;Mitochondrial matrix:153-155;Mitochondrial intermembrane:184-190;Mitochondrial matrix:224-232;Mitochondrial intermembrane:257-261	16-34;41-66;73-105;129-152;156-183;191-223;233-256	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
P20674	P30045;Q8TB65	COX5A_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q96KJ9	Q6GTF4;Q9H0Z4	COX42_HUMAN	Mitochondrial matrix:29-100;Mitochondrial intermembrane:127-171	101-126	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
P15954	Q6NR81	COX7C_HUMAN	Mitochondrial matrix:17-33;Mitochondrial intermembrane:61-63	34-60	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
P13073	B2R4J2;D3DUM7;Q6P666	COX41_HUMAN	Mitochondrial matrix:23-98;Mitochondrial intermembrane:125-169	99-124	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
P10176	P15955	COX8A_HUMAN	Mitochondrial matrix:26-36;Mitochondrial intermembrane:61-69	37-60	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
P10606	Q53YB7;Q96J18;Q99610	COX5B_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
P09669	B2R4D7	COX6C_HUMAN	Mitochondrial matrix:1-13;Mitochondrial intermembrane:55-75	14-54	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
P24311	B2R4M3;Q6ICR1	COX7B_HUMAN	Mitochondrial matrix:25-32;Mitochondrial intermembrane:60-80	33-59	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
Q7Z4L0	Q495K7	COX8C_HUMAN	Mitochondrial matrix:30-40;Mitochondrial intermembrane:65-72	41-64	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
O14548	Q9P118	COX7R_HUMAN			Mitochondrion inner membrane		Membrane_protein
O60397		COX7S_HUMAN			Mitochondrion inner membrane		Membrane_protein
Q6UWD8	A6NJR6;Q8NAB0	CP054_HUMAN		32-52	Membrane	Single-pass membrane protein	Membrane_protein
P05108	A8K8D5;B3KPU8;G3XAD7;Q15081;Q16805;Q8N1A7	CP11A_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
P05093	Q5TZV7	CP17A_HUMAN			Endoplasmic reticulum membrane;Microsome membrane		Membrane_protein
P11511	Q16731;Q3B764;Q58FA0;Q8IYJ7	CP19A_HUMAN		19-39;303-323	Endoplasmic reticulum membrane;Microsome membrane	Multi-pass membrane protein	Membrane_protein
Q6V0L0	Q5VXH6	CP26C_HUMAN		9-29	Membrane	Single-pass membrane protein	Membrane_protein
P04798	A4F3V9;A4F3W0;Q53G18	CP1A1_HUMAN			Endoplasmic reticulum membrane;Mitochondrion inner membrane;Microsome membrane;Cytoplasm	Peripheral membrane protein	Membrane_protein
Q16696	Q53YR8;Q6R569;Q6R570;Q9H2X2	CP2AD_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q02318	A8K303;Q6LDB4;Q86YQ6	CP27A_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
P08686	A2BHY6;P04033;Q01204;Q08AG8;Q16749;Q16806;Q5ST44;Q96NU8	CP21A_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q16678	Q5TZW8;Q93089;Q9H316	CP1B1_HUMAN			Endoplasmic reticulum membrane;Microsome membrane;Mitochondrion	Peripheral membrane protein	Membrane_protein
O43174	B3KNI4;Q5VXH9;Q5VXI0	CP26A_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
O15528	B2RC61;Q548T3	CP27B_HUMAN			Mitochondrion membrane		Membrane_protein
P20813	B4DWP3;Q2V565;Q9UK46	CP2B6_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P05177	Q16754;Q6NWU3;Q6NWU5;Q9BXX7;Q9UK49	CP1A2_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P10632	A8K9N8;B0AZN2;B7Z1F6;Q5VX93;Q8WWB1;Q9UCZ9	CP2C8_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P24903	A7KAU6;A7KAU7;A7KAU8;A7KAU9;A7KAV0;Q32MN5;Q8WWJ2	CP2F1_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q9NR63	B2R8M7;B7Z2K6;B7Z2P4;B7Z3B8;E4W5W7;Q32MC0;Q53TW1;Q9NP41	CP26B_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P10635	Q16752;Q2XND6;Q2XND7;Q2XNE0;Q6B012;Q6NXU8	CP2D6_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q6UW02	Q4ZG61;Q8N4Q8;Q8WWA9;Q9HC04	CP20A_HUMAN		4-24	Membrane	Single-pass membrane protein	Membrane_protein
P05181	Q5VZD5;Q6NWT9;Q9UK47	CP2E1_HUMAN			Endoplasmic reticulum membrane;Microsome membrane;Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
P11712	P11713;Q16756;Q16872;Q5VX92;Q6IRV8;Q8WW80	CP2C9_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
A0A087X1C5	Q6XP50	CP2D7_HUMAN	Extracellular:1-2;Cytoplasmic:24-301;Extracellular:323-515	3-23;302-322	Membrane;Cytoplasm;Mitochondrion	Multi-pass membrane protein	Cell_surface:TM
Q6VVX0	Q2M3H3;Q5RT65	CP2R1_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P51589	B2RD33;Q8TF13	CP2J2_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P11509	A7YAE5;B2R7F6;P00190;P10890;Q16803;Q4VAT9;Q4VAU0;Q4VAU1;Q9H1Z7;Q9UCU0;Q9UK48	CP2A6_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P20853	Q13121	CP2A7_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q02928	Q06766;Q16865;Q16866;Q5VSP8;Q86SU6;Q8IWY5	CP4AB_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q96SQ9	Q9BZ66	CP2S1_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P33260	B2R8K2;Q16703;Q16751;Q4VAT5;Q6GRG1	CP2CI_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q6ZWL3	B7U6W2;Q6ZTM4	CP4V2_HUMAN		13-33	Endoplasmic reticulum membrane	Single-pass membrane protein	Membrane_protein
Q9Y6A2	B4DHP8;E7EQG9;Q8N2B0	CP46A_HUMAN		3-23	Endoplasmic reticulum membrane;Microsome membrane;Cell junction;Synapse;Postsynapse;Presynapse;Cell projection;Dendrite	Single-pass membrane protein	Membrane_protein
P33261	P33259;Q8WZB1;Q8WZB2;Q9UCD4	CP2CJ_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q7Z449	B2RMV7;Q96EQ6	CP2U1_HUMAN		30-50;113-133;261-281;342-362;495-515	Endoplasmic reticulum membrane;Microsome membrane;Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q5TCH4	Q5TCH3;Q6JXK7;Q6JXK8;Q9NRM4	CP4AM_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P08684	P05184;Q16757;Q9UK50	CP3A4_HUMAN		2-22	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
P78329	A0A024R7K3;A8K425;B4DV75;Q16677;Q6NWT4;Q6NWT6;Q9NNZ0;Q9UIU8	CP4F2_HUMAN			Microsome membrane;Endoplasmic reticulum membrane	Peripheral membrane protein	Membrane_protein
Q8N118	G3V1U1;Q5VVE5;Q6ZN67;Q8NAZ3	CP4X1_HUMAN		14-34	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
Q9HB55	Q495Y1;Q75MK2;Q75MK3;Q9HB52;Q9HB53;Q9HB54;Q9HB57	CP343_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P13584	Q1HBI2;Q8TD85;Q8WWF2;Q8WWU9;Q8WWV0	CP4B1_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
P20815	A4D289;B7Z5I7;Q53WY8;Q75MV0;Q9HB56	CP3A5_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q86W10	Q5VVE4	CP4Z1_HUMAN	Cytoplasmic:1-9;Lumenal:31-505	10-30	Endoplasmic reticulum membrane;Microsome membrane	Single-pass type II membrane protein	Membrane_protein
Q9NYL5	Q5VTT0;Q96FW5	CP39A_HUMAN		267-287;352-372;412-432	Endoplasmic reticulum membrane;Microsome membrane	Multi-pass membrane protein	Membrane_protein
Q8TAV3		CP2W1_HUMAN			Endoplasmic reticulum lumen;Cell membrane;Microsome membrane		Cell_surface:Other
Q8N1L4	Q66ZJ5	CP4Z2_HUMAN	Cytoplasmic:1-9;Lumenal:31-340	10-30	Membrane	Single-pass type II membrane protein	Membrane_protein
Q08477	B7Z8Z3;O60634;Q5U740	CP4F3_HUMAN		11-31	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
P24462	A4D288;Q9H241	CP3A7_HUMAN			Endoplasmic reticulum membrane;Microsome membrane	Peripheral membrane protein	Membrane_protein
Q9UNU6	B2RCY3;O75958;Q6NWT2;Q6NWT3	CP8B1_HUMAN		1-21	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
P98187		CP4F8_HUMAN		15-37	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
P22680	P78454;Q3MIL8;Q7KZ19	CP7A1_HUMAN		4-24	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
Q16850	A0A0C4DFL7;A4D1F8;B2RAI4;B4DJ55;O00770;O00772;Q16784;Q8N1A8;Q99868	CP51A_HUMAN		30-50	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
Q9HBI6	A0A024R7G0;A8K059;O75254;Q96AQ5	CP4FB_HUMAN		15-37	Endoplasmic reticulum membrane;Microsome membrane	Single-pass membrane protein	Membrane_protein
Q9HCS2	E7ET51;O60389;Q5JPJ7;Q9HCS1	CP4FC_HUMAN		19-39;87-107	Endoplasmic reticulum membrane;Microsome membrane		Membrane_protein
Q9BZB8	B7Z6C6;Q86W46;Q8IV41;Q9BZB7;Q9H8V5	CPEB1_HUMAN			Cytoplasm;Nucleus;P-body;Cytoplasmic granule;Cell junction;Synapse;Membrane;Postsynaptic density;Cell projection;Dendrite		Membrane_protein
Q6NT55	Q8N8H4	CP4FN_HUMAN	Lumenal:1-22;Cytoplasmic:44-531	23-43	Endoplasmic reticulum membrane;Microsome membrane	Single-pass type I membrane protein	Membrane_protein
O75881	B2RN07;Q9UNF5	CP7B1_HUMAN		17-37;289-309	Endoplasmic reticulum membrane;Microsome membrane	Multi-pass membrane protein	Membrane_protein
Q8IZJ3	Q8NC09;Q9ULD7	CPMD8_HUMAN			Secreted;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q6FI81	A8K8B6;O75206;O75207;Q9H0W1;Q9P1L7	CPIN1_HUMAN			Cytoplasm;Nucleus;Mitochondrion intermembrane space		Membrane_protein
Q9UBL6		CPNE7_HUMAN			Cytoplasm;Nucleus;Cell membrane		Cell_surface:Other
Q99829	E1P5Q4;Q6IBL3;Q9H243;Q9NTZ7	CPNE1_HUMAN			Nucleus;Cytoplasm;Cell membrane		Cell_surface:Other
Q8WVH0	D3DW66;Q8TEM6;Q9H818	CPLX3_HUMAN			Cell junction;Synapse;Cell membrane	Lipid-anchor	Cell_surface:Other
Q9H799	A8MUB7;B7ZLV7;Q4G174;Q6DK46;Q8N8L4;Q9H5T1;Q9H8T9	CPLN1_HUMAN		592-612;631-651	Membrane;Cell projection;Cilium	Multi-pass membrane protein	Membrane_protein
Q96FN4	Q68D19;Q719H8;Q86XP9	CPNE2_HUMAN			Cytoplasm;Nucleus;Cell membrane		Cell_surface:Other
Q7Z7G2	F1T0L6	CPLX4_HUMAN			Cell junction;Synapse;Cell membrane	Lipid-anchor	Cell_surface:Other
O75131	A8KA47;Q8IYA1	CPNE3_HUMAN			Nucleus;Cytoplasm;Cell membrane;Cell junction;Focal adhesion		Cell_surface:Other
P04632	A8K0P1;Q8WTX3;Q96EW0	CPNS1_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
Q96L46	Q9BPV4	CPNS2_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
P23786	B2R6S0;Q5SW68;Q9BQ26	CPT2_HUMAN	Mitochondrial matrix:26-178;Mitochondrial matrix:209-658		Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
O95741	B2RAG6;B7Z1M3;D3DS55;F5GXN1;Q53HA6;Q8WVG1	CPNE6_HUMAN			Cytoplasm;Cell membrane;Endosome;Cytoplasmic vesicle;Clathrin-coated vesicle;Perikaryon;Cell projection;Dendrite		Cell_surface:Other
P50416	Q8TCU0;Q9BWK0	CPT1A_HUMAN	Cytoplasmic:2-47;Mitochondrial intermembrane:74-102;Cytoplasmic:123-773	48-73;103-122	Mitochondrion outer membrane	Multi-pass membrane protein	Membrane_protein
Q92523	B7Z4U4;B7Z5T8;E9PCP2;Q13389;Q99655;Q9BY90	CPT1B_HUMAN	Cytoplasmic:1-47;Mitochondrial intermembrane:74-102;Cytoplasmic:123-772	48-73;103-122	Mitochondrion outer membrane	Multi-pass membrane protein	Membrane_protein
Q96N68		CR015_HUMAN		133-153	Membrane	Single-pass membrane protein	Membrane_protein
Q96MF6	Q6GMR6;Q6UWB9;Q86X16;Q8TAL2;Q96MF1;Q9BUP4	CQ10A_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q9H8M1	B7Z1Y4	CQ10B_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q8TCG5	A8K0Z8;Q5K6N5;Q8N6Q9;Q8NDS6;Q8TE84	CPT1C_HUMAN	Cytoplasmic:1-52;Mitochondrial intermembrane:76-103;Cytoplasmic:127-803	53-75;104-126	Mitochondrion outer membrane;Cell junction;Synapse;Cell projection;Dendrite;Axon;Endoplasmic reticulum	Multi-pass membrane protein	Membrane_protein
Q8N4C9	Q8N8D2	CQ078_HUMAN		187-207	Membrane	Single-pass membrane protein	Membrane_protein
Q9BSJ5	A8K9X3;Q5JB45;Q6YAU3;Q9H0L9;Q9H5E6;Q9NWN5	CQ080_HUMAN	Extracellular:1-552;Cytoplasmic:574-609	553-573	Membrane	Single-pass membrane protein	Cell_surface:TM
A0A1B0GUU1		CQ113_HUMAN		593-613	Membrane	Single-pass membrane protein	Membrane_protein
Q5TA50	Q4G0E6;Q7L5A4	CPTP_HUMAN			Cytoplasm;Cytosol;Golgi apparatus;Trans-Golgi network membrane;Cell membrane;Endosome membrane;Nucleus outer membrane	Peripheral membrane protein	Cell_surface:Other
Q68CJ9	B2R7S6;B7ZL69;M0QYW7;Q6ZMC5;Q96TB9	CR3L3_HUMAN	Cytoplasmic:1-322;Lumenal:344-461	323-343	Endoplasmic reticulum membrane;Nucleus	Single-pass type II membrane protein	Membrane_protein
Q2VPA4	Q32MC9;Q8NEU7	CR1L_HUMAN			Cytoplasm;Membrane;Secreted		Membrane_protein
Q8TEY5	D3DV62;Q5T4L0;Q86YW6	CR3L4_HUMAN	Cytoplasmic:1-295;Lumenal:317-395	296-316	Endoplasmic reticulum membrane;Golgi apparatus membrane;Nucleus	Single-pass type II membrane protein	Membrane_protein
Q96BA8	Q8N2D5;Q96CP0	CR3L1_HUMAN	Cytoplasmic:1-374;Lumenal:396-519	375-395	Endoplasmic reticulum membrane;Nucleus	Single-pass type II membrane protein	Membrane_protein
P20023	C9JHD2;Q13866;Q14212;Q53EL2;Q5BKT9;Q5SR46;Q5SR48	CR2_HUMAN	Extracellular:21-971;Cytoplasmic:1000-1033	972-999	Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
P17927	Q16744;Q16745;Q5SR43;Q5SR45;Q9UQV2	CR1_HUMAN	Extracellular:42-1971;Cytoplasmic:1997-2039	1972-1996	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q70SY1	Q6P454;Q6ZMR6	CR3L2_HUMAN	Cytoplasmic:1-379;Lumenal:401-520	380-400	Endoplasmic reticulum membrane;Nucleus	Single-pass type II membrane protein	Membrane_protein
A6NIL9	B3KVZ2	CRAS1_HUMAN		24-44	Membrane	Single-pass membrane protein	Membrane_protein
Q96SW2	B2R6H4;C9IZA9;C9JAH6;Q6AI62;Q6NVZ0;Q9UHW4	CRBN_HUMAN			Cytoplasm;Nucleus;Membrane	Peripheral membrane protein	Membrane_protein
P23508	D3DT05;Q6ZR04	CRCM_HUMAN			Cell membrane;Cell projection;Lamellipodium;Nucleus;Cytoplasm		Cell_surface:Other
Q96HD1	A8MX90;B2RAA9;Q6I9X5;Q8NFT4;Q9Y409	CREL1_HUMAN	Extracellular:30-362;Cytoplasmic:384-384;Extracellular:406-420	363-383;385-405	Membrane	Multi-pass membrane protein	Cell_surface:TM
Q96D31	Q3MHV3;Q6DHX2;Q96BP7;Q96K71	CRCM1_HUMAN	Cytoplasmic:1-87;Extracellular:106-119;Cytoplasmic:141-173;Extracellular:195-234;Cytoplasmic:256-301	88-105;120-140;174-194;235-255	Cell membrane;Basolateral cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q494W8	A8KAB9	CRFM7_HUMAN		144-164;172-192;205-225;240-254;380-400	Membrane	Multi-pass membrane protein	Membrane_protein
P34998	B4DIE9;Q13008;Q4QRJ1;Q9UK64	CRFR1_HUMAN	Extracellular:24-111;Cytoplasmic:143-178;Extracellular:204-218;Cytoplasmic:248-254;Extracellular:283-298;Cytoplasmic:325-335;Extracellular:361-367;Cytoplasmic:398-444	112-142;179-203;219-247;255-282;299-324;336-360;368-397	Cell membrane;Endosome	Multi-pass membrane protein	Cell_surface:TM
Q13324	B2R967;B3SXS6;B3SXS7;B3SXS8;B3SXT0;F8WA81;O43461;Q4QRJ4;Q99431	CRFR2_HUMAN	Extracellular:1-108;Cytoplasmic:140-146;Extracellular:172-185;Cytoplasmic:215-221;Extracellular:250-265;Cytoplasmic:292-302;Extracellular:328-334;Cytoplasmic:365-411	109-139;147-171;186-214;222-249;266-291;303-327;335-364	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
O43889	D0PTW6;O14671;O14919;Q5TCV1;Q96GK8;Q9H2W3;Q9UE77	CREB3_HUMAN	Cytoplasmic:1-230;Lumenal:248-371	231-247	Endoplasmic reticulum membrane;Golgi apparatus;Nucleus;Cytoplasm	Single-pass type II membrane protein	Membrane_protein
Q9NZV1	Q2M2G4;Q59GH0;Q7LCQ5;Q9H318	CRIM1_HUMAN	Extracellular:35-939;Cytoplasmic:961-1036	940-960	Secreted;Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9UJA2	D3DW09;E9PAT4;Q27RP0;Q69YQ5	CRLS1_HUMAN		109-129;133-153;190-212;250-270;272-292	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
Q9HC73	J3QKD1;Q5G7M1;Q9H5R3	CRLF2_HUMAN	Extracellular:23-231;Cytoplasmic:253-371	232-252	Cell membrane;Secreted	Single-pass type I membrane protein	Cell_surface:TM
Q8N1N5	Q8NB03	CRPAK_HUMAN			Cytoplasm;Membrane;Nucleus		Membrane_protein
P46108	A8MWE8;B0LPE8;D3DTH6;Q96GA9;Q96HJ0	CRK_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
O95727	Q59EI1;Q6IRX2	CRTAM_HUMAN	Extracellular:18-287;Cytoplasmic:309-393	288-308	Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
P82279	A2A308;B7Z5T2;B9EG71;Q5K3A6;Q5TC28;Q5VUT1;Q6N027;Q8WWY0;Q8WWY1	CRUM1_HUMAN	Extracellular:26-1347;Cytoplasmic:1369-1406	1348-1368	Apical cell membrane;Secreted;Cell projection;Cilium;Photoreceptor outer segment;Photoreceptor inner segment	Single-pass type I membrane protein	Cell_surface:TM
Q9NSK7	B3KQ16;Q0D2Q0;Q6P4C5;Q9BSL7	CS012_HUMAN		51-71	Mitochondrion;Mitochondrion membrane;Endoplasmic reticulum;Cytoplasm;Cytosol	Single-pass membrane protein	Membrane_protein
Q5IJ48	A2A3N4;Q0QD46;Q5JS41;Q5JS43;Q6ZTA9;Q6ZWI6	CRUM2_HUMAN		1225-1245	Apical cell membrane;Cytoplasm;Cell junction;Secreted	Single-pass type I membrane protein	Cell_surface:Other
Q8NEA5		CS018_HUMAN	Extracellular:30-100;Cytoplasmic:122-215	101-121	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9BUF7	A8KA91;D6W643;Q8N0V8;Q8WVA0	CRUM3_HUMAN	Extracellular:27-59;Cytoplasmic:81-120	60-80	Apical cell membrane;Cell junction;Tight junction	Single-pass type I membrane protein	Cell_surface:TM
Q9P1W3	B2RN22;B3KWJ5;Q86TS3;Q86TS4;Q9NSQ4;Q9P1W1	CSC1_HUMAN		35-55;137-157;184-204;410-430;457-477;496-516;542-562;606-626;657-677;687-707	Cell membrane	Multi-pass membrane protein	Cell_surface:Other
O94886	Q53GI7;Q5TE96;Q8N2U2	CSCL1_HUMAN		50-70;146-166;191-211;423-443;462-482;508-528;553-573;620-640;665-685;698-718	Lysosome membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:Other
